CoC Number,County,Year,Overall Homeless,Sheltered Total Homeless,Unsheltered Homeless,Overall Homeless - Under 18,Overall Homeless - Age 18 to 24,Overall Homeless - Over 24,Overall Homeless - Female,Overall Homeless - Male,Overall Homeless - Hispanic/Latino,Overall Homeless - White,"Overall Homeless - Black, African American, or African",Overall Homeless - Asian or Asian American,"Overall Homeless - American Indian, Alaska Native, or Indigenous",Overall Homeless - Native Hawaiian or Other Pacific Islander,Overall Homeless - Multiple Races,Overall Homeless - Black or African American,Overall Homeless - Asian,Overall Homeless - American Indian or Alaska Native,CoC Number Original,CoC Name,CoC Category,State,Median_House_Values_1_year,Percentage_of_Households_with_Cost_Burden_1_year,Median_Rent_1_year,Median_Gross_Rent_1_year,Share_of_Renter_Occupied_Units_1_year,Rental_Vacancy_Rates_1_year,Total_Housing_Units_1_year,Share_of_Overcrowded_Housing_Units_1_year,Share_of_Single_Person_Households_1_year,Median_Rental_Utility_Cost_1_year,Median_House_Values_5_year,Percentage_of_Households_with_Cost_Burden_5_year,Median_Rent_5_year,Median_Gross_Rent_5_year,Share_of_Renter_Occupied_Units_5_year,Rental_Vacancy_Rates_5_year,Total_Housing_Units_5_year,Share_of_Overcrowded_Housing_Units_5_year,Share_of_Single_Person_Households_5_year,Median_Rental_Utility_Cost_5_year,Geography,FIPS code,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base,LAUS Code,State FIPS,County FIPS,Labor Force,Employed,Unemployed,Unemployment Rate,Total Population,Share of Single-Adult Households,Estimate Total White alone,Estimate Total Black or African American alone,Estimate Total American Indian and Alaska Native alone,Estimate Total Asian alone,Estimate Total Native Hawaiian and Other Pacific Islander alone,Estimate Total Some other race alone,Estimate Total Two or more races,Estimate Total Some Other Race alone,Estimate Total Two or More Races,Estimate Total  10 to 14 years,Estimate Total  15 to 17 years,Estimate Total  18 and 19 years,Estimate Total  20 years,Estimate Total  21 years,Estimate Total  22 to 24 years,Estimate Total  25 to 29 years,Estimate Total  30 to 34 years,Estimate Total  35 to 39 years,Estimate Total  40 to 44 years,Estimate Total  45 to 49 years,Estimate Total  5 to 9 years,Estimate Total  50 to 54 years,Estimate Total  55 to 59 years,Estimate Total  60 and 61 years,Estimate Total  62 to 64 years,Estimate Total  65 and 66 years,Estimate Total  67 to 69 years,Estimate Total  70 to 74 years,Estimate Total  75 to 79 years,Estimate Total  80 to 84 years,Estimate Total  85 years and over,Estimate Total  Under 5 years,Proportion of Females,Estimate Gini Index,Median Household Income,Gini Index,Poverty Rate,JanuaryPrecipitation,YearlyPrecipitation,SummerTemperature,JanuaryTemperature,Share of Families Receiving Cash Assistance,Percentage of Homes Built before 1940,HUD_Assisted_Total_Units,Total Housing Units,Share of HUD-Assisted Units,HUD_Subsidized_Total_Units,pct_occupied,number_reported,pct_reported,Disabled workers,Total,Total Civilian Noninstitutionalized Population Estimate Population Age 16 and Over,With a Disability Estimate Population Age 16 and Over,Aged,Blind and disabled,SSI Participation Rate (Percent),SSDI Participation Rate (Percent),total_homeless_per_10k,total_sheltered_homeless_per_10k,unsheltered_homeless_per_10k
OR-506,washington county,2016,571,193,378,114,44,413,193,377,81,475,0,0,0,5,46,31,5,9,['OR-506'],"['Hillsboro, Beaverton/Washington County CoC']",Largely Suburban CoC,oregon,361400,0.4529635932219639,1125,1387,0.39,25,225473,0.011177626,0,262,301600,0.4750915663227443,959,1299,0.4,2.9,219819,0.008255737,0,340,0500000US41067,41067,11.94,827.83,329.01,185.33,CN4106700000000,41,67,312711,300084,12627,4,582779,0.087175413,0.75,0.02,0,0.1,0,0.06,0.06,,,0.065067547,0.038822607,0.022481936,0.008298171,0.012207029,0.03896846,0.073985164,0.079905076,0.080795636,0.069806908,0.069499759,0.068351811,0.064334851,0.061728374,0.022111298,0.03325789,0.019604344,0.026443986,0.030939687,0.015774419,0.012944873,0.020692235,0.06397794,0.51,0.4209,75634,0.4209,9.1,6.28,64.8,63.9,52,0.2090901579519947,0.022805391,7748,219819,0.035247181,,,,,,,,,,,,,9.236667532604248,2.9713544452311456,6.2653130873731016
OR-506,washington county,2017,544,175,369,128,47,369,203,335,70,395,0,0,0,22,62,49,7,9,['OR-506'],"['Hillsboro, Beaverton/Washington County CoC']",Largely Suburban CoC,oregon,394000,0.4434108909669619,1246,1514,0.37,27,229687,0.010523466,0.23,268,331700,0.4673628929761876,1041,1364,0.39,2.5,223394,0.009277275,0.24,323,0500000US41067,41067,8.06,894.58,355.54,200.27,CN4106700000000,41,67,318470,307517,10953,3.4,588957,0.085466341,0.76,0.02,0.01,0.11,0,0.05,0.06,,,0.071499278,0.038856827,0.021915012,0.012885491,0.011072116,0.035350628,0.075553903,0.079155185,0.079717195,0.070660507,0.072139392,0.060270954,0.062605589,0.06177361,0.023857429,0.031623701,0.018879137,0.027419659,0.032372482,0.021745221,0.015656491,0.012929637,0.062060558,0.51,0.4132,80946,0.4132,7.9,9.19,61.45,65.2,51.9,0.2172962509222095,0.028229721,7716,223394,0.034539871,3858,93,3679,100,,,,,,,,,8.733551393269142,2.7271434427258052,6.006407950543338
OR-506,washington county,2018,522,163,359,62,49,411,181,336,61,438,0,0,0,20,24,25,1,14,['OR-506'],"['Hillsboro, Beaverton/Washington County CoC']",Largely Suburban CoC,oregon,417100,0.449998827,1253,1487,0.38,28,232449,0.011630634,0.25,234,360400,0.4594167419308836,1143,1433,0.39,2.6,226355,0.010170572,0.24,290,0500000US41067,41067,5.71,945.63,375.83,211.7,CN4106700000000,41,67,320117,309314,10803,3.4,597695,0.093310133,0.76,0.02,0.01,0.11,0.01,0.05,0.05,,,0.06381181,0.039774467,0.021865667,0.006980149,0.009729042,0.043883586,0.077552933,0.08048754,0.072886673,0.075580355,0.070987711,0.06507165,0.061809117,0.057479149,0.02319745,0.034510913,0.017527334,0.031005781,0.033649269,0.024355231,0.011872276,0.016068396,0.059913501,0.5,0.4213,83068,0.4213,8.9,5.18,70.36,65.1,52.1,0.2140580630073831,0.02859552,8158,226355,0.036040732,4079,91,3656,99,,,,,,,,,8.809957579223127,4.953523318129231,3.8564342610938978
OR-507,clackamas county,2010,1422,136,1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['OR-507'],['Clackamas County CoC'],Largely Suburban CoC,oregon,307400,0.4886394869445717,774,1217,0.3,73,157086,0.002899579,0,443,331100,0.4675374110817691,763,,0.29,6.4,154731,0.003173895,0,,0500000US41005,41005,-8.72,679.54,257.39,136.41,,,,,,,,376891,0.090986519,0.9,0.01,0.01,0.03,0,0.02,0.04,,,0.075565614,0.042404833,0.023449751,0.010199235,0.009612859,0.029952957,0.058608457,0.0557774,0.066202165,0.069529386,0.078155223,0.063023527,0.079386348,0.075756651,0.029791107,0.041181668,0.020082729,0.025678512,0.029955611,0.024399627,0.015200681,0.020077423,0.056008236,0.51,,57298,0.428,10.2,8.95,69,59.5,37.8,0.2623571492622077,0.072800886,,,,,,,,,,,,,,,,26.511873795064268,3.6559032316606483,22.85597056340362
OR-507,clackamas county,2011,1008,139,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['OR-507'],['Clackamas County CoC'],Largely Suburban CoC,oregon,294800,0.4818540765321124,809,1223,0.33,45,157798,0.005055799,0,414,326300,0.4590981086369142,790,1293,0.3,6.3,156150,0.00413589,0,503,0500000US41005,41005,-6.87,632.89,239.72,127.05,,,,,,,,380207,0.096910367,0.9,0.01,0.01,0.04,0,0.01,0.03,,,0.071487374,0.043592043,0.023595042,0.012332756,0.013111279,0.030012598,0.056085238,0.058060478,0.061327119,0.067776238,0.075301086,0.06080635,0.080658694,0.071682005,0.031151452,0.045835558,0.018795025,0.030704327,0.031606467,0.019947029,0.018950203,0.021380459,0.055801182,0.5,0.4604,58055,0.4604,11,15.84,85.83,58.7,37.3,0.2683504498049518,0.085419334,,,,,,,,,,,,,,,,25.869008510981953,3.230369642861795,22.638638868120157
OR-507,clackamas county,2012,993,124,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['OR-507'],['Clackamas County CoC'],Largely Suburban CoC,oregon,281100,0.4566446234095026,855,1240,0.31,40,158339,0.001823496,0,385,313100,0.4717143180020341,830,1300,0.31,5.9,156933,0.003448181,0,470,0500000US41005,41005,-2.45,617.4,233.85,123.94,CN4100500000000,41,5,201578,185371,16207,8,383857,0.090340934,0.9,0.01,0.01,0.04,0,0.01,0.04,,,0.062828084,0.043680329,0.023469678,0.01152252,0.009071086,0.03607854,0.053543377,0.058688522,0.059061057,0.072016402,0.07103166,0.067678849,0.079248262,0.07844588,0.030500942,0.039858593,0.028583561,0.026593237,0.032095285,0.023396734,0.020314857,0.018637149,0.053655398,0.5,0.4332,64410,0.4332,8.8,7.29,81.41,60.1,48.1,0.2635633518976283,0.068157561,5540,156933,0.035301689,2770,97,2674,99,,,,,,,,,15.94280165763928,3.6315590205608053,12.311242637078475
OR-507,clackamas county,2013,619,141,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['OR-507'],['Clackamas County CoC'],Largely Suburban CoC,oregon,294800,0.482545644,907,1285,0.32,22,159153,0.00272639,0,378,300600,0.4812804971444826,858,1302,0.31,4.8,157541,0.003391866,0,444,0500000US41005,41005,7.08,661.14,250.42,132.72,CN4100500000000,41,5,198316,184482,13834,7,388263,0.0917986,0.9,0.01,0.01,0.04,0,0.01,0.03,,,0.061579393,0.04448531,0.023484082,0.010698933,0.014016272,0.033361407,0.055261511,0.058864739,0.062321159,0.068641617,0.066514193,0.06520065,0.077287818,0.081207841,0.029410477,0.037976835,0.023860115,0.030175422,0.040047597,0.025044879,0.017578291,0.019543454,0.053438005,0.5,0.4418,66758,0.4418,9.4,7.1,89.28,62.5,48.9,0.2595348658340784,0.07903087,5586,157541,0.035457436,2793,95,2600,98,,,,,,,,,15.646678751911528,3.5445550570673365,12.102123694844192
OR-507,clackamas county,2014,618,140,478,228,57,333,0,0,0,0,0,0,0,0,0,0,0,0,['OR-507'],['Clackamas County CoC'],Largely Suburban CoC,oregon,302300,0.490073775,888,1217,0.31,31,160778,0.003215262,0,329,295600,0.4796725256779406,872,1280,0.32,4.1,158669,0.003438566,0,408,0500000US41005,41005,11.03,734.07,278.04,147.36,CN4100500000000,41,5,202082,189892,12190,6,394972,0.091381161,0.89,0.01,0.01,0.04,0,0.02,0.03,,,0.069415047,0.042562511,0.023642182,0.011388149,0.010831148,0.035374659,0.058497818,0.059829558,0.059821962,0.067364269,0.067265528,0.057469897,0.073995119,0.077023181,0.028979269,0.041152284,0.028037431,0.030551533,0.038782496,0.028052621,0.017191092,0.019343143,0.053429104,0.51,0.4403,65316,0.4403,9.2,5.91,60.42,62.9,50.3,0.2792782305005821,0.072223812,5627,158669,0.035463764,2831,91,2656,100,,,,,,,,,12.303400869207875,4.632454578284746,7.670946290923128
OR-507,clackamas county,2015,494,186,308,76,49,369,203,287,52,419,0,0,0,6,0,23,9,37,['OR-507'],['Clackamas County CoC'],Largely Suburban CoC,oregon,336200,0.4623766183822587,959,1289,0.31,13,162227,0.008155419,0,330,301000,0.4745166589444421,894,1272,0.32,2.9,159754,0.004641457,0,378,0500000US41005,41005,8.52,796.64,301.74,159.92,CN4100500000000,41,5,205321,195069,10252,5,401515,0.092392563,0.88,0.01,0.01,0.04,0,0.02,0.03,,,0.063554288,0.042670884,0.024696462,0.013035628,0.010069362,0.03272356,0.056030285,0.058239418,0.066039874,0.062485835,0.069055951,0.062495797,0.073588782,0.074717009,0.028723709,0.043726884,0.024168462,0.033505598,0.0438813,0.026967859,0.018853592,0.019149969,0.051619491,0.51,0.4466,69629,0.4466,9.3,10.19,84.74,65.5,51.2,0.3030839857515667,0.074710128,5678,159754,0.035542146,2854,93,2733,100,,,,,,,,,11.34631502075665,3.7984423935578415,7.547872627198808
OR-507,clackamas county,2016,463,155,308,90,50,323,206,255,66,370,0,0,0,2,24,27,6,34,['OR-507'],['Clackamas County CoC'],Largely Suburban CoC,oregon,374900,0.4727232780402065,1068,1394,0.3,49,163771,0.00396573,0,326,319100,0.4690384042869902,949,1306,0.31,3,161005,0.004121733,0,357,0500000US41005,41005,12.05,892.64,338.1,179.19,CN4100500000000,41,5,212188,203105,9083,4.3,408062,0.09153756,0.88,0.01,0.01,0.04,0,0.02,0.04,,,0.067930854,0.040003725,0.021305586,0.013343561,0.009226539,0.032296563,0.061556822,0.061373027,0.066556063,0.062630189,0.068886591,0.0544133,0.069109596,0.071763605,0.030620347,0.042584215,0.028623101,0.034962824,0.040515902,0.028912273,0.017710544,0.019884233,0.055790542,0.51,0.4488,74891,0.4488,8.8,6.13,72.85,61.8,49.2,0.2871404066252355,0.083512954,5747,161005,0.035694544,,,,,,,,,,,,,12.043463089330025,3.659080334987593,8.384382754342433
OR-507,clackamas county,2017,497,151,346,60,34,403,168,328,47,400,0,0,0,5,43,18,2,29,['OR-507'],['Clackamas County CoC'],Largely Suburban CoC,oregon,404200,0.4640705824394832,1110,1446,0.28,29,167536,0.008279441,0.24,336,341600,0.4706410448239745,994,1360,0.3,3,163650,0.005493362,0.24,366,0500000US41005,41005,8.5,968.49,366.83,194.42,CN4100500000000,41,5,216100,208169,7931,3.7,412672,0.092671662,0.88,0.01,0.01,0.04,0,0.01,0.05,,,0.064457971,0.039852474,0.021268707,0.011583049,0.010744611,0.033525415,0.05994349,0.061462857,0.067164722,0.064962004,0.066733386,0.05796371,0.067155029,0.068257599,0.031698298,0.04337343,0.028836461,0.035294374,0.045297476,0.027486721,0.019225923,0.019347084,0.05436521,0.5,0.4426,79878,0.4426,8.3,10.02,74.47,63.9,49.5,0.320839045,0.075386783,5662,163650,0.034598228,2831,89,2613,100,,,,,,,,,9.205071201,0.8892627531094154,8.315808447996154
OR-507,clackamas county,2018,383,37,346,39,24,320,134,248,39,314,0,0,0,2,35,18,1,13,['OR-507'],['Clackamas County CoC'],Largely Suburban CoC,oregon,439100,0.4492665302746703,1214,1498,0.29,56,169238,0.008818953,0.22,284,369100,0.4698537437240777,1079,1423,0.29,3.4,165422,0.006040294,0.24,344,0500000US41005,41005,6.05,1027.08,389.02,206.18,CN4100500000000,41,5,216427,208547,7880,3.6,416075,0.084354984,0.87,0.01,0,0.05,0,0.02,0.04,,,0.065389653,0.038408941,0.020054077,0.010329868,0.010462056,0.032270624,0.064659016,0.060448236,0.067072042,0.064815238,0.070857418,0.057460794,0.063096797,0.071530373,0.031037673,0.038694947,0.026139518,0.035923812,0.047287148,0.027117707,0.022693024,0.020251157,0.05399988,0.51,0.4528,81278,0.4528,7,5.81,88.38,63.3,49.6,0.2857829566393975,0.069694749,5814,165422,0.035146474,2907,88,2651,100,,,,,,,,,11.262903916190604,5.9303612976969635,5.332542618
PA-501,dauphin county,2010,394,306,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['PA-501'],['Harrisburg/Dauphin County CoC'],Largely Suburban CoC,pennsylvania,160600,0.4140009644751647,659,899,0.35,109,120473,0.000965045,0,240,153100,0.4098906707497247,626,,0.35,8.5,119264,0.003153755,0,,0500000US42043,42043,-2.79,414.92,177.11,139.57,,,,,,,,268220,0.1274699873238386,0.74,0.18,0,0.03,0,0.01,0.03,,,0.063403176,0.043166058,0.023842368,0.015517113,0.009432555,0.036589367,0.068175378,0.061259414,0.066877936,0.06300425,0.074412795,0.062672433,0.078681679,0.072593393,0.023652226,0.036436507,0.018104541,0.023954217,0.029602565,0.021952129,0.019797181,0.024520916,0.062351801,0.52,,52177,0.421,14.4,1.74,47.16,74.1,25.1,0.2647555053476328,0.2301179517402239,,,,,,,,,,,,,,,,14.648092587842083,11.934105890094692,2.7139866977473908
PA-501,dauphin county,2011,394,321,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['PA-501'],['Harrisburg/Dauphin County CoC'],Largely Suburban CoC,pennsylvania,159100,0.4182307002944565,674,912,0.36,84,121202,0.002738988,0,238,157400,0.4069575408875392,654,928,0.35,8.7,119930,0.002711783,0,274,0500000US42043,42043,-1.36,409.28,174.71,137.68,,,,,,,,268977,0.1195232306107957,0.73,0.17,0,0.03,0,0.03,0.03,,,0.067931459,0.04195526,0.024046666,0.010510192,0.010502757,0.040196745,0.065916417,0.061986713,0.060889965,0.067291999,0.07445618,0.057298579,0.077962056,0.07057109,0.024979831,0.043457247,0.017324901,0.020455281,0.03250092,0.02262647,0.023470408,0.021373575,0.062295289,0.52,0.4465,51871,0.4465,12.8,3.03,40.41,73.2,32.6,0.262952258,0.2531311364498935,,,,,,,,,,,,,,,,14.31405632914913,12.163239575028275,2.1508167541208536
PA-501,dauphin county,2012,386,328,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['PA-501'],['Harrisburg/Dauphin County CoC'],Largely Suburban CoC,pennsylvania,158600,0.4403951208560951,695,916,0.37,79,120950,0.003689349,0,221,159100,0.4197827752966359,676,941,0.35,8.6,120302,0.003879773,0,265,0500000US42043,42043,-2.74,398.06,169.92,133.9,CN4204300000000,42,43,140871,130641,10230,7.3,269665,0.1214914801698403,0.73,0.18,0,0.03,0,0.02,0.03,,,0.063200638,0.04037973,0.022809783,0.009482135,0.012882651,0.039912484,0.068229099,0.067791519,0.057011477,0.065677785,0.069004135,0.062088146,0.077644485,0.078723602,0.026547754,0.031409341,0.021916081,0.02406319,0.030708472,0.023781358,0.022709658,0.022424119,0.061602358,0.52,0.4287,52228,0.4287,13.4,3.31,74.31,73.2,54,0.2612419700214132,0.2207854485324514,12957,120302,0.1077039450715698,6576,86,5229,94,,,,,,,,,14.394490232046564,12.62286066502545,1.7716295670211157
PA-501,dauphin county,2013,390,342,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['PA-501'],['Harrisburg/Dauphin County CoC'],Largely Suburban CoC,pennsylvania,160300,0.4198181311583373,701,913,0.36,73,121286,0.009408883,0,212,158800,0.4208298926507019,690,942,0.36,8.1,120688,0.005007764,0,252,0500000US42043,42043,-0.61,395.64,168.88,133.09,CN4204300000000,42,43,140008,130765,9243,6.6,270937,0.1224712756101972,0.72,0.19,0,0.03,0,0.03,0.03,,,0.063605192,0.039780466,0.022481241,0.013645239,0.014335436,0.036359006,0.0662774,0.064675552,0.063686392,0.058873465,0.0709796,0.06033875,0.075072803,0.078246973,0.025662792,0.039400303,0.02210477,0.024326688,0.032885874,0.028132001,0.019857015,0.017624023,0.061649018,0.52,0.4448,53816,0.4448,14.1,2.36,44.33,72.2,50.7,0.2796180939628573,0.2247827449169731,11916,120688,0.098733925,5958,88,5016,92,,,,,,,,,14.588160749743048,13.151447948631992,1.4367128011110577
PA-501,dauphin county,2014,396,357,39,99,42,255,0,0,0,0,0,0,0,0,0,0,0,0,['PA-501'],['Harrisburg/Dauphin County CoC'],Largely Suburban CoC,pennsylvania,158100,0.5053623659408515,689,922,0.36,53,121799,0.001221221,0,233,159200,0.445388287,700,946,0.36,8.1,121125,0.003934805,0,246,0500000US42043,42043,-0.84,392.33,167.47,131.98,CN4204300000000,42,43,139180,131654,7526,5.4,271453,0.1243677542705367,0.73,0.18,0,0.04,0,0.02,0.03,,,0.059984601,0.038953336,0.021580163,0.008097166,0.012808847,0.040854218,0.069448486,0.065009412,0.060301415,0.063716371,0.065278335,0.06521571,0.074521188,0.07615683,0.030325692,0.036381989,0.025514546,0.028936869,0.030056769,0.024188349,0.018684634,0.023263696,0.060721377,0.52,0.472,52975,0.472,13.6,2.09,42.23,70.8,50.2,0.2874303621169916,0.2228261315774349,12863,121125,0.1061960784313725,6529,87,5632,100,,,,,,,,,14.726191740877637,14.140074656663602,0.5861170842140353
PA-501,dauphin county,2015,402,386,16,128,29,245,208,194,127,122,0,0,0,0,49,229,1,1,['PA-501'],['Harrisburg/Dauphin County CoC'],Largely Suburban CoC,pennsylvania,158500,0.4188449848024316,727,950,0.37,76,122188,0.004597099,0,223,159200,0.442116043,703,939,0.37,7.3,121546,0.004497231,0,236,0500000US42043,42043,3.78,407.17,173.81,136.97,CN4204300000000,42,43,141032,134341,6691,4.7,272983,0.1228831099372488,0.72,0.18,0,0.03,0,0.02,0.04,,,0.065326412,0.038313741,0.024272574,0.015685958,0.008634237,0.042145482,0.061340816,0.065656103,0.055644491,0.065253148,0.064249422,0.059527516,0.07406322,0.073913028,0.032082584,0.034588234,0.027195833,0.031276673,0.028979827,0.028529249,0.019455424,0.021506834,0.062359195,0.52,0.4258,54232,0.4258,14.1,3.64,44.59,71.9,52.2,0.2742082462953357,0.2263070023242871,12904,121546,0.1061655669458476,6548,87,5593,100,,,,,,,,,15.81983654053422,14.24881351225946,1.571023028274761
PA-501,dauphin county,2016,433,390,43,132,29,272,122,311,125,175,0,0,0,0,27,230,1,0,['PA-501'],['Harrisburg/Dauphin County CoC'],Largely Suburban CoC,pennsylvania,167500,0.4085482389734171,755,925,0.36,52,122656,0.00325364,0,170,161000,0.4403900752993457,720,935,0.37,6.6,121889,0.004754516,0,215,0500000US42043,42043,0.9,410.85,175.38,138.21,CN4204300000000,42,43,142302,135594,6708,4.7,273707,0.1272199834129196,0.71,0.19,0,0.04,0,0.03,0.02,,,0.064788259,0.039100206,0.023039235,0.008742926,0.013993066,0.037521876,0.070363564,0.066545613,0.060882623,0.060743788,0.063272039,0.056421648,0.069146934,0.075810995,0.027971517,0.040609119,0.025267896,0.033561436,0.03123413,0.023806479,0.020708276,0.023086731,0.063381645,0.52,0.4449,60331,0.4449,11.1,2.6,43.57,73.9,53.5,0.2776222177776508,0.2211877119749543,12423,121889,0.1019205998900639,,,,,,,,,,,,,16.68419716368648,14.145297595299409,2.538899568387073
PA-501,dauphin county,2017,460,390,70,98,22,340,162,298,73,170,0,0,0,3,44,238,4,1,['PA-501'],['Harrisburg/Dauphin County CoC'],Largely Suburban CoC,pennsylvania,173600,0.4130412529429829,796,1006,0.35,76,124363,0.001498682,0.29,210,163300,0.4369034733838433,747,963,0.36,6.4,123197,0.003829974,0.31,216,0500000US42043,42043,2.07,419.37,179.02,141.07,CN4204300000000,42,43,143691,137105,6586,4.6,275710,0.1155416923579123,0.7,0.2,0,0.04,0,0.02,0.03,,,0.067280839,0.037884009,0.019749012,0.011396032,0.008309456,0.042501179,0.070563273,0.066689638,0.060919082,0.060161039,0.062812375,0.056388959,0.066468391,0.0758732,0.028047586,0.037028037,0.025766204,0.035297958,0.037434261,0.028558993,0.020137101,0.018251061,0.062482318,0.52,0.4315,61622,0.4315,12.2,3.02,35.89,71.5,52.3,0.280508654,0.2009118467711457,12741,123197,0.1034197261296947,6468,92,5897,100,,,,,,,,,16.05935827526101,14.79626268057756,1.2630955946834501
PA-501,dauphin county,2018,445,410,35,120,26,299,166,279,94,144,0,0,0,5,27,263,1,5,['PA-501'],['Harrisburg/Dauphin County CoC'],Largely Suburban CoC,pennsylvania,171000,0.3968164530215523,776,972,0.38,38,124803,0.003358239,0.31,196,165200,0.4336554611620944,766,984,0.37,5.8,123740,0.002793596,0.31,218,0500000US42043,42043,3.73,435,185.69,146.33,CN4204300000000,42,43,144450,138539,5911,4.1,277097,0.1239962901077961,0.69,0.21,0,0.05,0,0.02,0.03,,,0.064504488,0.038264579,0.020898819,0.013363551,0.011104415,0.035991007,0.070783877,0.064594709,0.058546285,0.059358275,0.064868981,0.060224398,0.066178991,0.071014843,0.026055858,0.043255611,0.023489969,0.033814873,0.040050957,0.025565055,0.022999166,0.023038864,0.062032429,0.51,0.463,57814,0.463,13.7,4.43,44.55,73.2,52.7,0.3121183083282083,0.2312604664951964,12782,123740,0.1032972361402941,6489,91,5831,100,,,,,,,,,15.019816815726971,13.29505316224636,1.724763653480609
PA-502,delaware county,2010,716,663,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['PA-502'],"['Upper Darby, Chester, Haverford/Delaware County CoC']",Largely Suburban CoC,pennsylvania,243400,0.4784779050736497,805,1183,0.3,77,222923,0.004319278,0,378,232300,0.4796202183915939,771,,0.28,7.7,222545,0.002236833,0,,0500000US42045,42045,-2.62,531.63,169.17,154.29,,,,,,,,559276,0.1042222444732118,0.73,0.2,0,0.05,0,0.01,0.02,,,0.061647559,0.044593367,0.034340826,0.01611369,0.015419936,0.040137606,0.06020641,0.058609703,0.055965212,0.068118425,0.075376022,0.065550819,0.078136734,0.066273182,0.02522547,0.030644977,0.016573213,0.020943148,0.028876619,0.025869159,0.023407048,0.026938399,0.061032478,0.52,,59125,0.452,9.7,3.23,52.92,77.6,28.4,0.264254042,0.2377457687183466,,,,,,,,,,,,,,,,11.581893639610076,10.74184888488527,0.840044755
PA-502,delaware county,2011,648,601,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['PA-502'],"['Upper Darby, Chester, Haverford/Delaware County CoC']",Largely Suburban CoC,pennsylvania,234200,0.5658281823290252,799,1192,0.3,71,223121,0.002468798,0,393,234700,0.5012162162162163,792,1202,0.29,7.3,222794,0.002541192,0,410,0500000US42045,42045,-4.31,508.7,161.87,147.63,,,,,,,,559494,0.1056543948639306,0.72,0.2,0,0.05,0,0.01,0.02,,,0.066431454,0.043260518,0.037517829,0.019717816,0.014028747,0.034793939,0.061707543,0.058388472,0.058822793,0.06317494,0.073925726,0.059796888,0.078383325,0.071402017,0.022573969,0.032388194,0.016411257,0.022468516,0.029171001,0.024479262,0.023696411,0.027648196,0.059811187,0.52,0.4704,60102,0.4704,9.9,2.88,47.76,76.2,36.5,0.2512592418038823,0.21650136,,,,,,,,,,,,,,,,10.764607965097007,10.087364417624014,0.6772435474729904
PA-502,delaware county,2012,604,566,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['PA-502'],"['Upper Darby, Chester, Haverford/Delaware County CoC']",Largely Suburban CoC,pennsylvania,233500,0.5233602524250613,805,1154,0.31,90,222199,0.003576468,0,349,236600,0.5121618927360936,812,1216,0.29,7.9,222632,0.002805539,0,404,0500000US42045,42045,-3.06,493.11,156.91,143.11,CN4204500000000,42,45,288959,267201,21758,7.5,561098,0.1059333663638081,0.72,0.21,0,0.05,0,0.01,0.02,,,0.063231378,0.041830482,0.033997626,0.019955516,0.01671544,0.035115078,0.062293931,0.060472502,0.053338276,0.066549872,0.071789598,0.063138703,0.076291486,0.072768037,0.027398066,0.028752553,0.017512092,0.023213414,0.031598758,0.024715825,0.02574773,0.023498569,0.060075067,0.52,0.4777,61065,0.4777,11.8,3.6,62.43,76.1,57,0.2621384943704467,0.2207210653513292,13788,222632,0.061931798,6894,95,7027,98,,,,,,,,,9.715769262936119,8.915019048957868,0.8007502139782515
PA-502,delaware county,2013,546,501,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['PA-502'],"['Upper Darby, Chester, Haverford/Delaware County CoC']",Largely Suburban CoC,pennsylvania,227600,0.4773488024438594,837,1186,0.31,115,221703,0.002538999,0,349,234100,0.5076451077943616,826,1215,0.29,8.8,222471,0.002837316,0,389,0500000US42045,42045,0.22,494.19,157.26,143.42,CN4204500000000,42,45,289499,269748,19751,6.8,561973,0.101102722,0.71,0.21,0,0.05,0,0.01,0.02,,,0.066318133,0.04068167,0.033882411,0.015885105,0.015876208,0.038905784,0.064271771,0.061501175,0.057860431,0.060045589,0.068620734,0.058331984,0.076309716,0.071878898,0.026974606,0.033663539,0.022776895,0.023808973,0.029661567,0.027143653,0.018744673,0.026132928,0.060723558,0.52,0.4839,64822,0.4839,10.8,3.24,41.98,74.9,53.9,0.2700628996986526,0.2182153601890818,14122,222471,0.063477936,7061,93,7097,98,,,,,,,,,9.041494955236606,8.206622140116528,0.8348728151200795
